Slice ID,Slice Type,Slice Bandwidth (Mbps),Latency (ms),Packet Loss Rate (%),Data Rate (Mbps),Traffic Load,Signal Strength,Network Congestion,Transmission Path,Security Mechanism,Attack Type,Security Status,Attack Detection Time (ms),IGJO-SVM Prediction,Adjustment Action,Throughput (Mbps),Energy Efficiency (J/bit),Packet Delivery Ratio (%),End-to-End Delay (ms),Accuracy of Security (%)
840,Autonomous,1583,17,0.09857291688948933,1284,Medium,Moderate,Medium,Path B,Firewall,DDoS,Yes,23,0.1250782268163254,Increase Security,1107.1193143110813,0.04986935081177527,97.97259025648107,18,98.70047996606392
295,Autonomous,554,14,0.06287002263674968,129,Medium,Strong,Low,Path C,Encryption,Spoofing,No,69,0.31650177926262035,Alert Admin,1011.4883558254364,0.043391939703197616,95.47237427879284,16,99.1763319092171
616,Autonomous,1585,5,0.1241320959649168,1219,Medium,Weak,Low,Path B,Firewall,DDoS,Yes,71,0.7528170260888097,Optimize Path,667.1842785441372,0.03307043389743697,90.647721995252,11,99.48881624899464
526,Autonomous,1494,7,0.13459332447888647,1258,Medium,Strong,Medium,Path B,IDS,Eavesdropping,Yes,88,0.8465611699612853,Optimize Path,1118.0442782004623,0.03448317272815437,98.71272907617393,14,93.19384116833685
800,Ultra-High-Speed,1953,11,0.08654582720394094,1456,High,Strong,Medium,Path B,IDS,Spoofing,Yes,91,0.5125826268471365,Alert Admin,667.9351404654644,0.043322277650568536,97.58445956999864,27,98.86726383144988
691,Ultra-High-Speed,817,9,0.15378455642152822,438,Medium,Weak,High,Path A,IDS,Spoofing,Yes,73,0.8174124552691105,Alert Admin,764.6468747777806,0.014891548847223981,98.81324889464952,15,91.82887650896551
637,Autonomous,1188,19,0.19619747563253706,998,Low,Weak,Low,Path B,Encryption,Spoofing,No,95,0.4166948396734668,Increase Security,1494.4502789514954,0.031741375134964944,93.75759347803962,25,98.59851471915664
422,Autonomous,1421,12,0.020844960561669536,1208,Low,Strong,High,Path B,Encryption,Spoofing,Yes,94,0.3293053128645993,Alert Admin,515.5374108926009,0.03828482455777524,90.11432676672204,16,93.47397361750342
865,Ultra-High-Speed,1225,16,0.07434785898126606,961,Low,Weak,Low,Path C,Encryption,DDoS,Yes,28,0.9971702514257244,Alert Admin,1434.8289900867246,0.02227091005411329,96.28495430089062,20,91.70106882012077
23,IoT,1346,10,0.04270227326213438,943,High,Moderate,Low,Path C,Firewall,DDoS,Yes,58,0.9265477807509754,Alert Admin,1375.571908060657,0.044219438187838314,96.74673992023163,26,92.86547398553816
575,IoT,744,16,0.09170460177637814,674,Low,Weak,Low,Path A,IDS,Eavesdropping,Yes,62,0.2489289877145937,Increase Security,1579.4759535452051,0.0189558893322274,99.13245619488316,15,95.39434355487936
143,IoT,514,9,0.03178163353387072,155,Low,Moderate,Low,Path B,IDS,DDoS,Yes,88,0.4286648243894848,Alert Admin,1629.1109506432874,0.030507522893152457,99.59834381398876,15,97.6217110548368
993,IoT,903,18,0.15085299466940455,585,Medium,Strong,Low,Path C,IDS,Eavesdropping,Yes,29,0.1673013799931501,Optimize Path,1724.3061556704777,0.04642450029490421,93.34246374157131,11,96.17859154062256
665,IoT,1020,8,0.10208649780084644,551,High,Moderate,Medium,Path A,Encryption,Spoofing,Yes,31,0.9202723688024076,Alert Admin,1729.6666279228955,0.04604896091911157,90.53697187939377,16,97.19268505948617
145,Autonomous,1784,5,0.027070816455537102,1494,Medium,Weak,Low,Path A,Firewall,DDoS,Yes,88,0.5662961437240874,Increase Security,1691.7150924715445,0.048410093008057514,98.85923670416805,11,98.52139563854477
225,Autonomous,1733,9,0.1755660156304082,1265,Low,Strong,Low,Path C,Encryption,Eavesdropping,Yes,83,0.7612754563504125,Optimize Path,857.9921396837427,0.011600525221404976,91.37059683536582,24,90.66622087367462
503,Ultra-High-Speed,546,7,0.18265738951524732,110,Medium,Strong,High,Path C,Firewall,Spoofing,Yes,79,0.7907029037461137,Alert Admin,847.5379560582346,0.04731850194268318,90.5014402307181,17,91.69520160329462
962,IoT,1824,15,0.04946806316381667,1588,High,Moderate,High,Path C,IDS,DDoS,Yes,55,0.18535397572184956,Increase Security,1086.3868918557532,0.01168601667851737,91.10748507830507,18,96.77190093976786
974,IoT,1161,6,0.12687273777433744,731,Low,Strong,Medium,Path A,Firewall,Spoofing,Yes,38,0.3335123536628668,Increase Security,1007.0521652594963,0.03374610317787242,95.7163972327015,18,94.64370320182041
821,Autonomous,1963,16,0.06312546875267,1818,High,Strong,Low,Path B,IDS,Spoofing,Yes,91,0.760679761220966,Optimize Path,1498.0310563955436,0.023153811528359585,96.8275692473352,21,99.93360855054743
616,Autonomous,1585,5,0.1241320959649168,1219,Medium,Weak,Low,Path B,Firewall,DDoS,Yes,71,0.7528170260888097,Optimize Path,667.1842785441372,0.03307043389743697,90.647721995252,11,99.48881624899464
104,Autonomous,1748,10,0.11964505881274776,1531,Medium,Strong,Medium,Path B,Encryption,Eavesdropping,Yes,89,0.09329785547674352,Alert Admin,1764.1195293322016,0.04786255371914976,93.207644140217,21,91.92754321887041
947,Autonomous,1837,18,0.1187121870757572,1407,Low,Weak,High,Path B,Encryption,Spoofing,Yes,89,0.7959131424201564,Optimize Path,1358.429706270216,0.01962140346063788,90.02527549831909,11,99.89206525798092
39,Autonomous,1058,11,0.049335772904324615,900,High,Strong,Medium,Path A,Encryption,Spoofing,Yes,98,0.7614588334361586,Alert Admin,1567.4255659089065,0.028952337398405543,97.7996220238878,12,97.94352329247677
947,Autonomous,1837,18,0.1187121870757572,1407,Low,Weak,High,Path B,Encryption,Spoofing,Yes,89,0.7959131424201564,Optimize Path,1358.429706270216,0.01962140346063788,90.02527549831909,11,99.89206525798092
198,Ultra-High-Speed,1930,11,0.01353367238000032,1811,High,Weak,Low,Path B,IDS,DDoS,Yes,75,0.7030939037594328,Alert Admin,1280.7449457415166,0.01364337659520206,94.2834279443496,21,95.31144632564664
646,Ultra-High-Speed,502,14,0.10225509244015024,349,Low,Strong,Medium,Path B,Encryption,DDoS,No,84,0.666636072411242,Alert Admin,963.736970502056,0.02526297551302071,95.16339818838327,18,98.13636023801833
579,Autonomous,1963,9,0.19118376579106386,1830,Medium,Strong,Low,Path B,Firewall,Eavesdropping,No,70,0.2610286652934493,Optimize Path,891.3873532436179,0.045841134612999726,95.07862037615992,27,90.97666318126123
391,IoT,941,8,0.04790203398190762,449,Low,Moderate,Low,Path A,Firewall,Eavesdropping,Yes,87,0.21580425105969336,Increase Security,1610.0762465565713,0.04583195430035367,95.33508586134514,22,91.52805809318285
179,Autonomous,1983,14,0.19625941809944936,1740,High,Weak,Medium,Path A,Encryption,Eavesdropping,Yes,41,0.8629710273321443,Alert Admin,648.2008692002343,0.011611126509415514,93.96024346302346,12,94.68733526821458
968,Ultra-High-Speed,1184,20,0.0997791329071884,905,Low,Weak,High,Path C,IDS,Spoofing,No,38,0.21046174768321224,Increase Security,1749.6139441851435,0.01400258686266133,96.56621949473127,17,97.77642569677691
554,Autonomous,992,19,0.0819257789790464,808,High,Strong,Low,Path B,Encryption,Spoofing,Yes,30,0.23325169126639198,Optimize Path,972.3398731623367,0.02040463932061597,94.3442013811833,13,98.13262301350656
448,Ultra-High-Speed,1122,16,0.04381376182037156,706,Low,Strong,Low,Path A,Encryption,Spoofing,Yes,44,0.9470402781443592,Optimize Path,1098.1667007555056,0.041184345701698606,92.15543285104543,27,96.88866484425556
500,Ultra-High-Speed,1612,9,0.11873215824170767,1244,Medium,Weak,Medium,Path B,IDS,Eavesdropping,Yes,91,0.606202253610332,Alert Admin,849.3795089977114,0.0492550841730478,93.5544946358048,23,96.39390885903002
15,IoT,1145,6,0.10900538377938768,893,Low,Weak,Medium,Path C,Firewall,Eavesdropping,Yes,88,0.4062490959769048,Alert Admin,848.1772269799104,0.0254916469470132,91.69723439747871,25,98.76352113027193
623,IoT,1766,8,0.1928057694331028,1292,Medium,Strong,Low,Path A,Firewall,Spoofing,Yes,36,0.08708204959142862,Increase Security,669.7168643651044,0.04761264612957058,98.04396446915202,16,93.58146866401694
669,Autonomous,1918,13,0.09536869366356343,1841,Low,Strong,High,Path C,Firewall,Spoofing,Yes,100,0.6079577026836093,Alert Admin,795.949432289313,0.04625016946951473,96.61765154727397,22,90.79831066562872
289,IoT,613,14,0.1462992980680725,559,Low,Moderate,High,Path A,IDS,DDoS,Yes,75,0.7819526169721519,Alert Admin,643.6749208670984,0.04772195242550481,90.13659883435291,26,98.61632606245549
478,IoT,671,14,0.16423965651004532,323,Medium,Strong,Low,Path A,IDS,Eavesdropping,No,74,0.171700836550309,Increase Security,951.91148080088,0.048064142499991525,98.12033293025992,11,96.56893234654684
231,Ultra-High-Speed,1454,6,0.1544024952619981,1216,Low,Weak,Medium,Path C,Firewall,Spoofing,Yes,71,0.37827389368287295,Optimize Path,661.8101619420345,0.039253803807410864,97.4273086376332,12,94.66190230155534
923,IoT,816,18,0.0549407630095784,498,Low,Moderate,High,Path A,Encryption,DDoS,Yes,64,0.802765671462038,Increase Security,1479.9787741145199,0.04272848005481853,92.92724437839772,15,98.52355460387486
420,IoT,1405,14,0.047486693674961264,1051,Medium,Strong,High,Path A,Encryption,DDoS,No,67,0.15481575487173527,Alert Admin,447.98606509921365,0.023692291393100792,92.92445460997395,16,95.45574346745444
157,Ultra-High-Speed,1806,6,0.15187965248359275,1618,Medium,Weak,High,Path B,Encryption,DDoS,Yes,40,0.04508885600538992,Increase Security,1404.123216505628,0.02841307939111332,94.39492512569865,11,92.71460663020993
550,Ultra-High-Speed,1920,9,0.12916447725729685,1666,High,Strong,High,Path C,Encryption,DDoS,Yes,90,0.4261152788307795,Optimize Path,423.34983226590083,0.025028232215210826,95.73127923272564,26,94.6822640409263
441,IoT,686,5,0.039219542547678586,459,Medium,Moderate,High,Path C,Encryption,DDoS,Yes,63,0.4672413444088371,Alert Admin,1662.387832015599,0.038339130125473415,91.72396143298452,11,93.91276855406946
97,Autonomous,921,8,0.10345381128832187,623,Low,Strong,High,Path A,IDS,Eavesdropping,Yes,74,0.12756815136428426,Optimize Path,1037.685948935502,0.045658202582254885,95.4812006498182,22,96.78426667008736
997,IoT,1887,20,0.07142423186010056,1433,Medium,Strong,Medium,Path B,Firewall,Eavesdropping,Yes,90,0.9917788783346932,Increase Security,428.7161575641583,0.041572017964326,95.21422042348324,11,96.14910085801941
411,Autonomous,526,13,0.08691919217174236,379,High,Moderate,Medium,Path C,IDS,Eavesdropping,Yes,69,0.0013555244979488454,Increase Security,840.6945437238832,0.042669811178907266,96.71642921454945,26,99.65950205112574
951,Ultra-High-Speed,1014,13,0.03802152995674553,886,High,Moderate,High,Path C,IDS,DDoS,No,82,0.9387601271637588,Increase Security,602.5499439465383,0.04026491152359781,94.26966199281219,22,92.53549775931907
289,IoT,613,14,0.1462992980680725,559,Low,Moderate,High,Path A,IDS,DDoS,Yes,75,0.7819526169721519,Alert Admin,643.6749208670984,0.04772195242550481,90.13659883435291,26,98.61632606245549
254,Autonomous,1188,7,0.031590964567069606,760,Medium,Weak,Low,Path A,IDS,DDoS,Yes,37,0.5429263890997844,Increase Security,674.0636819938381,0.01819206099756668,94.53853255685051,11,95.15736188374045
196,IoT,1820,5,0.172027938669887,1698,High,Moderate,Medium,Path A,IDS,Spoofing,Yes,70,0.5623783803844021,Alert Admin,644.9421231015513,0.04252420188443376,96.46805660349095,27,96.98985108174486
598,Autonomous,1448,16,0.051866979463418894,1246,Low,Moderate,Medium,Path C,IDS,Spoofing,Yes,63,0.11704507270632615,Optimize Path,853.3237823338337,0.01128479024271258,92.4480896141213,20,94.25355274328683
834,IoT,1508,20,0.002938677730990769,1252,High,Moderate,High,Path A,IDS,Eavesdropping,Yes,87,0.5335214309809838,Alert Admin,964.6138994001732,0.029820367093225525,92.58888741970505,28,90.73384016652008
522,Autonomous,1746,12,0.13045832971838794,1660,Medium,Strong,Medium,Path C,IDS,Eavesdropping,Yes,74,0.5060830957405109,Increase Security,1639.8542208149204,0.02627516250498684,92.60808427192775,22,96.72950400246368
517,Ultra-High-Speed,1187,9,0.008747814461789473,769,High,Moderate,Low,Path A,IDS,DDoS,Yes,22,0.9059736635092605,Optimize Path,1640.1651980643976,0.021293054029277697,94.56105399517212,12,98.704051699421
635,IoT,1570,14,0.029759193881023133,1356,Medium,Weak,Medium,Path B,Encryption,Eavesdropping,Yes,47,0.7029475486169066,Alert Admin,1408.6870007048196,0.0370493494016191,91.868078981905,15,96.89338822200081
842,Autonomous,1484,17,0.10618753568241876,1078,High,Strong,Low,Path A,IDS,DDoS,Yes,40,0.2815096207723755,Increase Security,474.2711625178364,0.033960505484584486,93.28272293558152,13,92.19038361642059
865,Ultra-High-Speed,1225,16,0.07434785898126606,961,Low,Weak,Low,Path C,Encryption,DDoS,Yes,28,0.9971702514257244,Alert Admin,1434.8289900867246,0.02227091005411329,96.28495430089062,20,91.70106882012077
118,Ultra-High-Speed,977,12,0.03689525062672788,508,Low,Weak,Low,Path C,IDS,Spoofing,Yes,53,0.9931541035901604,Optimize Path,1137.3476254194914,0.01855355557981057,95.89271761237087,14,97.58763750701875
806,Ultra-High-Speed,538,17,0.15351352570358368,150,High,Strong,Low,Path B,Encryption,Eavesdropping,No,22,0.09658868249453224,Alert Admin,572.2619424322434,0.04621957909965303,90.51662175828992,21,91.95030231789154
909,IoT,615,18,0.17802822747920294,182,Medium,Moderate,Low,Path B,IDS,DDoS,No,58,0.8143009836715878,Alert Admin,751.4365733380088,0.015096831334375962,91.78274808322041,23,90.41603233355322
159,Autonomous,510,6,0.15534211139103626,247,Medium,Strong,High,Path B,IDS,DDoS,No,81,0.871985096244957,Optimize Path,1668.3444329994,0.01597538187084912,97.49115579025869,19,91.23255619950882
815,Autonomous,1607,17,0.13556264006200885,1426,High,Moderate,High,Path B,IDS,DDoS,Yes,34,0.8521477478000117,Alert Admin,671.0270577266142,0.030101185068066225,93.97453925667028,13,93.40450695543606
228,Ultra-High-Speed,846,18,0.047759242276307866,508,High,Moderate,Low,Path B,Encryption,Spoofing,Yes,62,0.3181874794563887,Increase Security,874.2363119452557,0.02258070288836421,91.86511012504059,19,96.72225380547177
877,Autonomous,1843,19,0.06058314576663853,1525,Medium,Moderate,Low,Path C,IDS,DDoS,Yes,96,0.8246812392279365,Optimize Path,977.3195414595848,0.04256207705685719,98.94710455426866,10,93.60806826245752
216,IoT,1959,8,0.010391315510853684,1810,Low,Strong,Medium,Path A,IDS,Spoofing,Yes,57,0.8324987009859662,Optimize Path,1045.5354716658098,0.03472150098707828,92.11038330208616,13,97.98749148952
948,Ultra-High-Speed,521,8,0.014616312405403,67,High,Weak,Medium,Path B,Firewall,Eavesdropping,Yes,82,0.4750789800502439,Increase Security,1166.0125877945554,0.03062187976300568,91.01151057918429,12,93.96539227564483
696,IoT,1563,8,0.017720942793935813,1080,Low,Weak,Low,Path B,IDS,Eavesdropping,Yes,64,0.35621131725386923,Increase Security,646.5542069205892,0.027280991985349667,99.02194118382677,13,91.5034587473177
15,IoT,1145,6,0.10900538377938768,893,Low,Weak,Medium,Path C,Firewall,Eavesdropping,Yes,88,0.4062490959769048,Alert Admin,848.1772269799104,0.0254916469470132,91.69723439747871,25,98.76352113027193
157,Ultra-High-Speed,1806,6,0.15187965248359275,1618,Medium,Weak,High,Path B,Encryption,DDoS,Yes,40,0.04508885600538992,Increase Security,1404.123216505628,0.02841307939111332,94.39492512569865,11,92.71460663020993
648,Autonomous,1280,18,0.11545580584662625,781,High,Weak,Medium,Path B,Firewall,Eavesdropping,Yes,44,0.2924418045895157,Alert Admin,1041.1886117119059,0.0351080165440296,94.32642480604036,11,95.01232726678408
261,Autonomous,826,7,0.1967042945430444,775,High,Strong,High,Path B,Firewall,Eavesdropping,Yes,44,0.278465290915346,Optimize Path,1201.1096616755901,0.02791769668708657,96.70263686827593,21,91.39196613416884
157,Ultra-High-Speed,1806,6,0.15187965248359275,1618,Medium,Weak,High,Path B,Encryption,DDoS,Yes,40,0.04508885600538992,Increase Security,1404.123216505628,0.02841307939111332,94.39492512569865,11,92.71460663020993
47,IoT,1401,9,0.14661425920593496,947,Medium,Moderate,Medium,Path A,Encryption,Spoofing,Yes,98,0.2532528169657162,Increase Security,977.2439086791665,0.044361853188266236,99.14931901770296,19,92.91723887180359
324,Ultra-High-Speed,1601,18,0.034976287435191884,1214,High,Moderate,High,Path B,Firewall,Eavesdropping,Yes,21,0.8571929535868057,Alert Admin,751.8386220934192,0.016138273284326484,92.33395451728407,27,97.89712009210551
844,IoT,1019,14,0.001984764225567126,541,Medium,Strong,Medium,Path C,IDS,DDoS,Yes,85,0.5603519740199618,Increase Security,730.8188566910424,0.01469848291185536,91.67614256146628,13,97.15673776855341
685,Autonomous,1472,7,0.002863055533411996,1286,High,Weak,High,Path C,Firewall,Spoofing,Yes,89,0.9168065780747764,Alert Admin,1163.5789579968066,0.04248958154434989,92.89405130704412,10,99.61578971038915
130,IoT,788,13,0.17454605009692034,328,Low,Weak,High,Path A,Encryption,Eavesdropping,No,42,0.05922330539660747,Increase Security,1720.0618725508325,0.0379462792032496,93.07325180987749,23,99.95520228264378
411,Autonomous,526,13,0.08691919217174236,379,High,Moderate,Medium,Path C,IDS,Eavesdropping,Yes,69,0.0013555244979488454,Increase Security,840.6945437238832,0.042669811178907266,96.71642921454945,26,99.65950205112574
95,Autonomous,1115,5,0.14153618694818315,897,Medium,Weak,Low,Path A,IDS,DDoS,Yes,96,0.8103643997594371,Alert Admin,1026.3992971645882,0.029414894848182018,93.09758563258622,28,93.18851808936584
627,Ultra-High-Speed,725,7,0.173993831929537,589,Medium,Weak,Medium,Path B,Encryption,Eavesdropping,Yes,35,0.08644575317339853,Optimize Path,1218.2493310847185,0.031840983732830015,90.74172630284923,14,94.89017380346594
755,IoT,1493,8,0.06351735905222332,1009,Medium,Weak,Medium,Path C,Firewall,Spoofing,Yes,95,0.8101254277188571,Alert Admin,1222.1564297343934,0.012607712087387642,99.40636550806244,17,90.29038782659777
932,Ultra-High-Speed,1893,20,0.009995805731935748,1565,Low,Strong,High,Path B,Encryption,Eavesdropping,Yes,71,0.3977289756227224,Optimize Path,445.4270889400721,0.025803053015527704,94.34984179170463,12,94.625339853783
292,Autonomous,1330,12,0.16381270277233126,947,High,Strong,High,Path A,IDS,Spoofing,Yes,60,0.4900042507643435,Alert Admin,1550.8749006915552,0.03688420268055058,91.53974351165684,15,90.93492361583988
794,Autonomous,1556,9,0.15636477266898713,1425,Medium,Moderate,High,Path A,Firewall,Spoofing,Yes,93,0.4556163739668406,Optimize Path,371.9513378692137,0.049944457081498174,96.03291510612014,28,93.48697895361636
811,Autonomous,1598,9,0.13147069643402573,1509,High,Moderate,High,Path C,Firewall,Spoofing,Yes,36,0.04732453013642135,Increase Security,582.2999725197934,0.03136406760343462,97.45467038207056,12,97.73418210905365
283,Ultra-High-Speed,1698,5,0.0025215039951518078,1260,High,Moderate,Medium,Path C,Encryption,DDoS,Yes,35,0.05574959847032801,Increase Security,1633.0398221771975,0.010892068195945744,94.29549123520675,22,99.80322072727827
69,IoT,1087,6,0.11860886683735684,653,Medium,Strong,High,Path B,IDS,Eavesdropping,Yes,52,0.1300262556501326,Increase Security,1009.1900179523744,0.046177013692686016,97.92222347243928,22,90.84669814275291
660,IoT,1718,15,0.1693937708414121,1253,Medium,Weak,Medium,Path B,Encryption,Eavesdropping,No,92,0.6526134017473535,Optimize Path,406.51017033388285,0.04353351282373541,90.0120361390902,29,92.26553848526292
11,Ultra-High-Speed,1845,20,0.14569813543232266,1680,High,Moderate,Medium,Path C,Encryption,DDoS,Yes,100,0.683592425221869,Increase Security,1380.9966817617935,0.014009275127051444,96.34914235312063,26,92.49681064339323
254,Autonomous,1188,7,0.031590964567069606,760,Medium,Weak,Low,Path A,IDS,DDoS,Yes,37,0.5429263890997844,Increase Security,674.0636819938381,0.01819206099756668,94.53853255685051,11,95.15736188374045
842,Autonomous,1484,17,0.10618753568241876,1078,High,Strong,Low,Path A,IDS,DDoS,Yes,40,0.2815096207723755,Increase Security,474.2711625178364,0.033960505484584486,93.28272293558152,13,92.19038361642059
872,IoT,894,12,0.17971212093496788,783,Medium,Moderate,Low,Path C,IDS,Spoofing,Yes,89,0.944229579364256,Increase Security,592.7619225600092,0.021704509096938614,97.48089365703127,12,98.76988830973986
550,Ultra-High-Speed,1920,9,0.12916447725729685,1666,High,Strong,High,Path C,Encryption,DDoS,Yes,90,0.4261152788307795,Optimize Path,423.34983226590083,0.025028232215210826,95.73127923272564,26,94.6822640409263
134,IoT,1016,14,0.09163737734757854,585,Low,Moderate,High,Path A,Encryption,Spoofing,Yes,75,0.5435396465750758,Alert Admin,799.3681443471049,0.015515952869213359,90.80032569765936,10,92.62315850165535
712,IoT,1693,17,0.15890310889814974,1349,Medium,Weak,Medium,Path C,IDS,Eavesdropping,Yes,85,0.15812656963306826,Alert Admin,1535.586429205481,0.04244086757168908,91.01076492371745,27,96.59596827058814
23,IoT,1346,10,0.04270227326213438,943,High,Moderate,Low,Path C,Firewall,DDoS,Yes,58,0.9265477807509754,Alert Admin,1375.571908060657,0.044219438187838314,96.74673992023163,26,92.86547398553816
815,Autonomous,1607,17,0.13556264006200885,1426,High,Moderate,High,Path B,IDS,DDoS,Yes,34,0.8521477478000117,Alert Admin,671.0270577266142,0.030101185068066225,93.97453925667028,13,93.40450695543606
346,Autonomous,1199,17,0.02219789384269621,973,High,Weak,Low,Path A,Encryption,Spoofing,Yes,29,0.1521746018819179,Alert Admin,1155.580988051296,0.011758865664858191,99.83215986653744,24,99.15691350051638
302,Autonomous,554,12,0.06704160947417455,291,Low,Weak,Medium,Path B,IDS,DDoS,Yes,36,0.7992380942034581,Increase Security,986.4478118177626,0.013438949411168464,93.62292998316488,23,99.70790990569029
363,IoT,1749,20,0.16098135536828773,1261,Medium,Weak,Medium,Path A,Firewall,DDoS,Yes,20,0.35746964550174154,Alert Admin,1068.8863879009448,0.04183892974209205,96.14934177917148,29,97.72526423162594
396,IoT,574,10,0.1711392187675079,460,Medium,Weak,Low,Path B,Firewall,DDoS,Yes,72,0.8046416973346773,Increase Security,1713.5017424025555,0.027533311024574156,90.99763004038134,23,90.77870064306366
218,Ultra-High-Speed,616,5,0.04027275642719488,215,Medium,Strong,Low,Path A,Encryption,Spoofing,Yes,38,0.4239305350296663,Alert Admin,1218.4669332605952,0.025681181392143648,92.88914315803812,29,96.18042812081757
141,Ultra-High-Speed,715,9,0.14590164573047934,644,Low,Weak,High,Path B,Firewall,DDoS,Yes,23,0.11099481392181064,Increase Security,1444.4233177673416,0.037042240200530124,94.48955437478236,17,92.5283378316516
616,Autonomous,1585,5,0.1241320959649168,1219,Medium,Weak,Low,Path B,Firewall,DDoS,Yes,71,0.7528170260888097,Optimize Path,667.1842785441372,0.03307043389743697,90.647721995252,11,99.48881624899464
958,Autonomous,1513,14,0.1514620414268878,1074,High,Strong,Medium,Path A,Firewall,DDoS,Yes,70,0.5081637904581747,Optimize Path,1059.3465541363203,0.021619264224357747,91.95698539303041,17,95.13966512522646
210,Autonomous,1160,5,0.13019469343019086,1002,Low,Moderate,High,Path A,Firewall,Eavesdropping,Yes,74,0.8072109964254175,Alert Admin,963.2311706798739,0.02095370076397036,95.47870810637221,12,93.09680564351456
985,Autonomous,1730,15,0.057776987781833135,1620,Low,Weak,High,Path C,Firewall,Eavesdropping,Yes,25,0.6218245645904158,Alert Admin,1238.7875956051755,0.04522994308296758,98.76847998251455,22,91.84535050736643
993,IoT,903,18,0.15085299466940455,585,Medium,Strong,Low,Path C,IDS,Eavesdropping,Yes,29,0.1673013799931501,Optimize Path,1724.3061556704777,0.04642450029490421,93.34246374157131,11,96.17859154062256
623,IoT,1766,8,0.1928057694331028,1292,Medium,Strong,Low,Path A,Firewall,Spoofing,Yes,36,0.08708204959142862,Increase Security,669.7168643651044,0.04761264612957058,98.04396446915202,16,93.58146866401694
616,Autonomous,1585,5,0.1241320959649168,1219,Medium,Weak,Low,Path B,Firewall,DDoS,Yes,71,0.7528170260888097,Optimize Path,667.1842785441372,0.03307043389743697,90.647721995252,11,99.48881624899464
828,IoT,1910,9,0.07355719755123058,1812,Medium,Weak,High,Path B,IDS,Eavesdropping,No,82,0.6168168843755751,Alert Admin,1514.2098144231518,0.02339427803995925,96.15073340018509,11,92.621639104088
683,IoT,1472,17,0.16569385988982346,1351,High,Weak,High,Path C,Encryption,DDoS,Yes,48,0.2242583831512317,Optimize Path,953.08409419202,0.017211605224625625,94.86425835026071,13,92.40512042405537
460,Autonomous,864,11,0.022767678695320284,772,Medium,Strong,Medium,Path A,IDS,DDoS,Yes,80,0.4077392161915949,Increase Security,649.0953628050803,0.014585597743428273,91.12607149039313,11,98.29446639761663
356,Ultra-High-Speed,1642,18,0.14798082415338604,1469,High,Strong,Medium,Path C,Encryption,Spoofing,Yes,55,0.33532900745893546,Optimize Path,690.5960381176076,0.04660705348746391,94.85253254593228,26,93.88366877671548
324,Ultra-High-Speed,1601,18,0.034976287435191884,1214,High,Moderate,High,Path B,Firewall,Eavesdropping,Yes,21,0.8571929535868057,Alert Admin,751.8386220934192,0.016138273284326484,92.33395451728407,27,97.89712009210551
133,Autonomous,1097,8,0.1605286619591421,863,High,Strong,Low,Path A,IDS,Spoofing,Yes,37,0.3410943165874017,Optimize Path,860.4612277000477,0.03132122245953022,96.54306321534055,15,92.81027926270201
888,IoT,1915,11,0.19826558031284414,1480,High,Moderate,Low,Path A,IDS,DDoS,Yes,71,0.5232585129386573,Increase Security,1269.802648171099,0.030315768381251107,98.37007795803116,16,98.67404113224569
805,IoT,896,5,0.01047100403749448,524,Low,Strong,Low,Path C,Encryption,Spoofing,Yes,40,0.6249422751073951,Optimize Path,606.8904214376637,0.019318888483121563,95.82869361192043,26,93.71573108516199
840,Autonomous,1583,17,0.09857291688948933,1284,Medium,Moderate,Medium,Path B,Firewall,DDoS,Yes,23,0.1250782268163254,Increase Security,1107.1193143110813,0.04986935081177527,97.97259025648107,18,98.70047996606392
127,Ultra-High-Speed,1496,6,0.18813584902306807,1090,High,Strong,Medium,Path A,Encryption,Eavesdropping,Yes,43,0.3814153437833565,Optimize Path,486.92131156128175,0.04481643314233202,99.77632336550472,26,95.68769102522877
106,Ultra-High-Speed,1002,16,0.19966950227858996,850,High,Strong,Medium,Path C,Encryption,Spoofing,Yes,99,0.8363842356312257,Alert Admin,390.6548174108461,0.036734428084695764,96.22593796562691,26,93.28103475841822
604,Ultra-High-Speed,1663,8,0.1115417652500088,1262,Medium,Moderate,Low,Path A,Firewall,Eavesdropping,Yes,87,0.6275560238706465,Increase Security,1579.5203384818885,0.018619279311422987,96.80213370933669,17,98.17127282170144
799,Ultra-High-Speed,1069,14,0.10008022914204023,1000,High,Weak,High,Path B,IDS,Eavesdropping,Yes,80,0.6882332773356494,Optimize Path,305.0817719739587,0.032970815210283486,98.35924073027813,14,99.564981247771
378,Autonomous,1732,16,0.060253052152000074,1374,Low,Weak,High,Path B,Firewall,DDoS,Yes,38,0.487822837381881,Increase Security,1750.4775270420562,0.04093216160457502,91.1342742674584,22,90.64374883515042
905,Ultra-High-Speed,501,9,0.0690384416988421,306,Medium,Strong,High,Path A,Firewall,Eavesdropping,Yes,41,0.8738218211622534,Increase Security,950.5453996604393,0.019579548582805195,91.78532904539715,15,94.0709195615802
51,IoT,671,18,0.15675835689707945,538,High,Moderate,High,Path B,Encryption,DDoS,Yes,66,0.0053141691548620465,Alert Admin,344.31295291723984,0.034368906510774185,92.44686188123272,14,97.11903742441305
29,Ultra-High-Speed,1823,12,0.101672109383256,1518,High,Weak,Medium,Path B,Encryption,DDoS,No,40,0.9786540813379648,Increase Security,1376.6408172243466,0.012646748869007234,90.67028079037523,20,93.1523862840102
